ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-04-26,2134.1652800640104,1958.3886932203432,2213.981137842381,2134.1652800640104,2134.1652800640104,-46.03329952429224,-46.03329952429224,-46.03329952429224,-11.600021620760929,-11.600021620760929,-11.600021620760929,-34.43327790353132,-34.43327790353132,-34.43327790353132,0.0,0.0,0.0,2088.1319805397184
2019-04-30,2144.167850668797,1962.796394556768,2222.3067398517373,2144.167850668797,2144.167850668797,-52.160748323829836,-52.160748323829836,-52.160748323829836,-9.813608091899736,-9.813608091899736,-9.813608091899736,-42.3471402319301,-42.3471402319301,-42.3471402319301,0.0,0.0,0.0,2092.0071023449673
2019-05-02,2149.169135971191,1959.4692927354831,2219.1736101371844,2149.169135971191,2149.169135971191,-56.39884687202475,-56.39884687202475,-56.39884687202475,-10.075088241804352,-10.075088241804352,-10.075088241804352,-46.323758630220404,-46.323758630220404,-46.323758630220404,0.0,0.0,0.0,2092.770289099166
2019-05-03,2151.6697786223876,1959.6595338114817,2229.9825445650863,2151.6697786223876,2151.6697786223876,-59.9230446807848,-59.9230446807848,-59.9230446807848,-11.60002162073424,-11.60002162073424,-11.60002162073424,-48.32302306005055,-48.32302306005055,-48.32302306005055,0.0,0.0,0.0,2091.746733941603
2019-05-06,2159.1717065759776,1963.3668156617575,2227.1154791663957,2159.1717065759776,2159.1717065759776,-65.73478252382839,-65.73478252382839,-65.73478252382839,-11.31873997539556,-11.31873997539556,-11.31873997539556,-54.41604254843283,-54.41604254843283,-54.41604254843283,0.0,0.0,0.0,2093.436924052149
2019-05-07,2161.672349227175,1969.6230024378021,2219.936298645627,2161.672349227175,2161.672349227175,-66.30846916744662,-66.30846916744662,-66.30846916744662,-9.813608091918526,-9.813608091918526,-9.813608091918526,-56.494861075528085,-56.494861075528085,-56.494861075528085,0.0,0.0,0.0,2095.363880059728
2019-05-08,2164.1729918783712,1965.3169280830523,2236.717031150627,2164.1729918783712,2164.1729918783712,-67.03994116241597,-67.03994116241597,-67.03994116241597,-8.435019098241536,-8.435019098241536,-8.435019098241536,-58.604922064174424,-58.604922064174424,-58.604922064174424,0.0,0.0,0.0,2097.1330507159555
2019-05-09,2166.6736345295676,1968.9366426525874,2226.2718937931472,2166.6736345295676,2166.6736345295676,-70.82453128570648,-70.82453128570648,-70.82453128570648,-10.075088241833848,-10.075088241833848,-10.075088241833848,-60.74944304387262,-60.74944304387262,-60.74944304387262,0.0,0.0,0.0,2095.849103243861
2019-05-10,2169.1742771807644,1967.1770947237162,2221.3695122324584,2169.1742771807644,2169.1742771807644,-74.5303976756593,-74.5303976756593,-74.5303976756593,-11.600021620707555,-11.600021620707555,-11.600021620707555,-62.93037605495174,-62.93037605495174,-62.93037605495174,0.0,0.0,0.0,2094.643879505105
2019-05-13,2176.676205134355,1970.1961833757296,2216.7165572360454,2176.676205134355,2176.676205134355,-81.0050318512287,-81.0050318512287,-81.0050318512287,-11.318739975419561,-11.318739975419561,-11.318739975419561,-69.68629187580913,-69.68629187580913,-69.68629187580913,0.0,0.0,0.0,2095.6711732831263
2019-05-14,2179.1768477855517,1962.3907604237081,2227.195559519133,2179.1768477855517,2179.1768477855517,-81.81134026918043,-81.81134026918043,-81.81134026918043,-9.813608091923873,-9.813608091923873,-9.813608091923873,-71.99773217725655,-71.99773217725655,-71.99773217725655,0.0,0.0,0.0,2097.365507516371
2019-05-15,2181.677490436748,1966.4348312999175,2219.25233688014,2181.677490436748,2181.677490436748,-82.7627807780232,-82.7627807780232,-82.7627807780232,-8.435019098172377,-8.435019098172377,-8.435019098172377,-74.32776167985082,-74.32776167985082,-74.32776167985082,0.0,0.0,0.0,2098.914709658725
2019-05-16,2184.178133087945,1974.6496537595299,2230.511958026257,2184.178133087945,2184.178133087945,-86.74147242467457,-86.74147242467457,-86.74147242467457,-10.075088241789173,-10.075088241789173,-10.075088241789173,-76.66638418288538,-76.66638418288538,-76.66638418288538,0.0,0.0,0.0,2097.4366606632702
2019-05-17,2186.6787757391417,1971.9592040189823,2227.886517936188,2186.6787757391417,2186.6787757391417,-90.60148821517883,-90.60148821517883,-90.60148821517883,-11.600021620779568,-11.600021620779568,-11.600021620779568,-79.00146659439926,-79.00146659439926,-79.00146659439926,0.0,0.0,0.0,2096.0772875239627
2019-05-20,2194.1807036927316,1968.8031810809307,2226.644839188844,2194.1807036927316,2194.1807036927316,-97.15433003579449,-97.15433003579449,-97.15433003579449,-11.31873997544356,-11.31873997544356,-11.31873997544356,-85.83559006035092,-85.83559006035092,-85.83559006035092,0.0,0.0,0.0,2097.0263736569373
2019-05-21,2196.681346343929,1964.3709240241205,2231.1195284879373,2196.681346343929,2196.681346343929,-97.81249861099201,-97.81249861099201,-97.81249861099201,-9.81360809192922,-9.81360809192922,-9.81360809192922,-87.9988905190628,-87.9988905190628,-87.9988905190628,0.0,0.0,0.0,2098.868847732937
2019-05-22,2199.1819889951253,1967.6586407995414,2222.8432432516524,2199.1819889951253,2199.1819889951253,-98.5082812991739,-98.5082812991739,-98.5082812991739,-8.43501909823542,-8.43501909823542,-8.43501909823542,-90.07326220093847,-90.07326220093847,-90.07326220093847,0.0,0.0,0.0,2100.673707695951
2019-05-23,2201.682631646322,1969.6283613281473,2232.095912692138,2201.682631646322,2201.682631646322,-102.11406340476324,-102.11406340476324,-102.11406340476324,-10.075088241783941,-10.075088241783941,-10.075088241783941,-92.03897516297931,-92.03897516297931,-92.03897516297931,0.0,0.0,0.0,2099.5685682415588
2019-05-24,2204.183274297519,1970.0374857063966,2225.6171086089025,2204.183274297519,2204.183274297519,-105.47641087636353,-105.47641087636353,-105.47641087636353,-11.60002162075288,-11.60002162075288,-11.60002162075288,-93.87638925561066,-93.87638925561066,-93.87638925561066,0.0,0.0,0.0,2098.7068634211555
2019-05-27,2211.685202251109,1975.8546188951839,2226.6002196845297,2211.685202251109,2211.685202251109,-109.75244349937458,-109.75244349937458,-109.75244349937458,-11.318739975482437,-11.318739975482437,-11.318739975482437,-98.43370352389215,-98.43370352389215,-98.43370352389215,0.0,0.0,0.0,2101.932758751734
2019-05-28,2214.1858449023057,1977.9986165932157,2232.7124309694927,2214.1858449023057,2214.1858449023057,-109.39344656106054,-109.39344656106054,-109.39344656106054,-9.813608091903072,-9.813608091903072,-9.813608091903072,-99.57983846915747,-99.57983846915747,-99.57983846915747,0.0,0.0,0.0,2104.792398341245
2019-05-29,2216.686487553502,1977.5842709103258,2236.4216364173235,2216.686487553502,2216.686487553502,-108.95227138430583,-108.95227138430583,-108.95227138430583,-8.435019098213537,-8.435019098213537,-8.435019098213537,-100.51725228609229,-100.51725228609229,-100.51725228609229,0.0,0.0,0.0,2107.7342161691963
2019-05-30,2219.1871302046993,1976.1984551908097,2231.9807261163487,2219.1871302046993,2219.1871302046993,-111.31159858248593,-111.31159858248593,-111.31159858248593,-10.075088241813438,-10.075088241813438,-10.075088241813438,-101.23651034067248,-101.23651034067248,-101.23651034067248,0.0,0.0,0.0,2107.875531622213
2019-05-31,2221.687772855896,1971.8182194201613,2244.307078349717,2221.687772855896,2221.687772855896,-113.33128484256386,-113.33128484256386,-113.33128484256386,-11.600021620726194,-11.600021620726194,-11.600021620726194,-101.73126322183765,-101.73126322183765,-101.73126322183765,0.0,0.0,0.0,2108.356488013332
2019-06-03,2229.1897008094857,1981.6726327716979,2245.8017389140405,2229.1897008094857,2229.1897008094857,-113.17508569259878,-113.17508569259878,-113.17508569259878,-11.31873997543102,-11.31873997543102,-11.31873997543102,-101.85634571716776,-101.85634571716776,-101.85634571716776,0.0,0.0,0.0,2116.014615116887
2019-06-04,2231.690343460683,1988.0470645248558,2250.294169310628,2231.690343460683,2231.690343460683,-111.27267327485497,-111.27267327485497,-111.27267327485497,-9.813608091908424,-9.813608091908424,-9.813608091908424,-101.45906518294655,-101.45906518294655,-101.45906518294655,0.0,0.0,0.0,2120.417670185828
2019-06-06,2236.691628763076,1992.1292635152677,2254.739231873013,2236.691628763076,2236.691628763076,-110.14502352445237,-110.14502352445237,-110.14502352445237,-10.075088241842934,-10.075088241842934,-10.075088241842934,-100.06993528260944,-100.06993528260944,-100.06993528260944,0.0,0.0,0.0,2126.5466052386237
2019-06-07,2239.192271414273,1993.3797170315165,2258.4701069624202,2239.192271414273,2239.192271414273,-110.71172921406898,-110.71172921406898,-110.71172921406898,-11.600021620767063,-11.600021620767063,-11.600021620767063,-99.11170759330193,-99.11170759330193,-99.11170759330193,0.0,0.0,0.0,2128.480542200204
2019-06-10,2246.6941993678633,2011.7575545643838,2267.4559067504047,2246.6941993678633,2246.6941993678633,-106.76684650872807,-106.76684650872807,-106.76684650872807,-11.318739975455024,-11.318739975455024,-11.318739975455024,-95.44810653327303,-95.44810653327303,-95.44810653327303,0.0,0.0,0.0,2139.927352859135
2019-06-11,2249.1948420190597,2024.0320122532876,2283.1223097000775,2249.1948420190597,2249.1948420190597,-103.86572294663647,-103.86572294663647,-103.86572294663647,-9.81360809197215,-9.81360809197215,-9.81360809197215,-94.05211485466432,-94.05211485466432,-94.05211485466432,0.0,0.0,0.0,2145.329119072423
2019-06-12,2251.695484670256,2030.9368807497087,2285.7070635868417,2251.695484670256,2251.695484670256,-101.05218544939895,-101.05218544939895,-101.05218544939895,-8.435019098235871,-8.435019098235871,-8.435019098235871,-92.61716635116306,-92.61716635116306,-92.61716635116306,0.0,0.0,0.0,2150.643299220857
2019-06-13,2254.1961273214533,2023.7101515467584,2280.8358903830203,2254.1961273214533,2254.1961273214533,-101.24893285528161,-101.24893285528161,-101.24893285528161,-10.075088241763526,-10.075088241763526,-10.075088241763526,-91.17384461351807,-91.17384461351807,-91.17384461351807,0.0,0.0,0.0,2152.947194466172
2019-06-14,2253.801603925791,2011.8329447235353,2278.4787286031446,2253.801603925791,2253.801603925791,-101.35298965531405,-101.35298965531405,-101.35298965531405,-11.600021620771512,-11.600021620771512,-11.600021620771512,-89.75296803454253,-89.75296803454253,-89.75296803454253,0.0,0.0,0.0,2152.448614270477
2019-06-17,2252.618033738804,2009.1533451256141,2292.773595054716,2252.618033738804,2252.618033738804,-97.24344019885969,-97.24344019885969,-97.24344019885969,-11.318739975479025,-11.318739975479025,-11.318739975479025,-85.92470022338067,-85.92470022338067,-85.92470022338067,0.0,0.0,0.0,2155.3745935399443
2019-06-18,2252.223510343142,2031.2499229689367,2290.83483419123,2252.223510343142,2252.223510343142,-94.70015739877947,-94.70015739877947,-94.70015739877947,-9.813608091946001,-9.813608091946001,-9.813608091946001,-84.88654930683346,-84.88654930683346,-84.88654930683346,0.0,0.0,0.0,2157.5233529443626
2019-06-19,2251.8289869474797,2033.0242553419278,2297.462962827073,2251.8289869474797,2251.8289869474797,-92.44374759022601,-92.44374759022601,-92.44374759022601,-8.435019098232814,-8.435019098232814,-8.435019098232814,-84.00872849199318,-84.00872849199318,-84.00872849199318,0.0,0.0,0.0,2159.385239357254
2019-06-20,2251.4344635518173,2021.597815126263,2288.4509352723626,2251.4344635518173,2251.4344635518173,-93.38701783013892,-93.38701783013892,-93.38701783013892,-10.075088241793022,-10.075088241793022,-10.075088241793022,-83.3119295883459,-83.3119295883459,-83.3119295883459,0.0,0.0,0.0,2158.0474457216783
2019-06-21,2251.039940156155,2019.0286988206121,2282.5874316464733,2251.039940156155,2251.039940156155,-94.4135482467411,-94.4135482467411,-94.4135482467411,-11.600021620744824,-11.600021620744824,-11.600021620744824,-82.81352662599627,-82.81352662599627,-82.81352662599627,0.0,0.0,0.0,2156.626391909414
2019-06-24,2249.856369969168,2030.109553928033,2284.515279372618,2249.856369969168,2249.856369969168,-93.94511895517068,-93.94511895517068,-93.94511895517068,-11.318739975442481,-11.318739975442481,-11.318739975442481,-82.62637897972819,-82.62637897972819,-82.62637897972819,0.0,0.0,0.0,2155.9112510139976
2019-06-25,2249.461846573506,2034.1610562536157,2290.049124513198,2249.461846573506,2249.461846573506,-92.83274921370965,-92.83274921370965,-92.83274921370965,-9.813608091951348,-9.813608091951348,-9.813608091951348,-83.0191411217583,-83.0191411217583,-83.0191411217583,0.0,0.0,0.0,2156.6290973597966
2019-06-26,2249.0673231778437,2020.274848882492,2285.4788391997295,2249.0673231778437,2249.0673231778437,-92.07365191901432,-92.07365191901432,-92.07365191901432,-8.43501909821093,-8.43501909821093,-8.43501909821093,-83.63863282080338,-83.63863282080338,-83.63863282080338,0.0,0.0,0.0,2156.993671258829
2019-06-27,2248.6727997821818,2018.8124612456502,2280.7758210519264,2248.6727997821818,2248.6727997821818,-94.55319956777141,-94.55319956777141,-94.55319956777141,-10.07508824182252,-10.07508824182252,-10.07508824182252,-84.4781113259489,-84.4781113259489,-84.4781113259489,0.0,0.0,0.0,2154.11960021441
2019-06-28,2248.2782763865193,2016.4392980137643,2280.719892337241,2248.2782763865193,2248.2782763865193,-97.1268436411763,-97.1268436411763,-97.1268436411763,-11.60002162074928,-11.60002162074928,-11.60002162074928,-85.526822020427,-85.526822020427,-85.526822020427,0.0,0.0,0.0,2151.151432745343
2019-07-01,2247.0947061995325,2018.5799803998698,2272.0004624037174,2247.0947061995325,2247.0947061995325,-101.0840297154745,-101.0840297154745,-101.0840297154745,-11.318739975466485,-11.318739975466485,-11.318739975466485,-89.765289740008,-89.765289740008,-89.765289740008,0.0,0.0,0.0,2146.010676484058
2019-07-02,2246.7001828038706,2019.9370771810254,2268.859655581399,2246.7001828038706,2246.7001828038706,-101.28510893182755,-101.28510893182755,-101.28510893182755,-9.8136080919567,-9.8136080919567,-9.8136080919567,-91.47150083987087,-91.47150083987087,-91.47150083987087,0.0,0.0,0.0,2145.415073872043
2019-07-03,2246.305659408208,2017.9289581876765,2275.9919070130763,2246.305659408208,2246.305659408208,-101.71718931011911,-101.71718931011911,-101.71718931011911,-8.435019098189041,-8.435019098189041,-8.435019098189041,-93.28217021193007,-93.28217021193007,-93.28217021193007,0.0,0.0,0.0,2144.588470098089
2019-07-04,2245.9111360125457,2006.4678809195161,2264.6076732379543,2245.9111360125457,2245.9111360125457,-105.24382307121499,-105.24382307121499,-105.24382307121499,-10.07508824177784,-10.07508824177784,-10.07508824177784,-95.16873482943714,-95.16873482943714,-95.16873482943714,0.0,0.0,0.0,2140.6673129413307
2019-07-05,2245.5166126168833,2007.8972583577038,2269.0607232486377,2245.5166126168833,2245.5166126168833,-108.70116346000374,-108.70116346000374,-108.70116346000374,-11.600021620753733,-11.600021620753733,-11.600021620753733,-97.10114183925,-97.10114183925,-97.10114183925,0.0,0.0,0.0,2136.8154491568794
2019-07-08,2244.3330424298965,1991.5176131990488,2256.372399863939,2244.3330424298965,2244.3330424298965,-114.17966746984271,-114.17966746984271,-114.17966746984271,-11.318739975490486,-11.318739975490486,-11.318739975490486,-102.86092749435223,-102.86092749435223,-102.86092749435223,0.0,0.0,0.0,2130.153374960054
2019-07-09,2243.9385190342346,1993.4405587908882,2265.3266429793543,2243.9385190342346,2243.9385190342346,-114.4772973408584,-114.4772973408584,-114.4772973408584,-9.813608091917107,-9.813608091917107,-9.813608091917107,-104.6636892489413,-104.6636892489413,-104.6636892489413,0.0,0.0,0.0,2129.461221693376
2019-07-10,2243.5439956385726,2000.955519264827,2266.912822553365,2243.5439956385726,2243.5439956385726,-114.79195752093949,-114.79195752093949,-114.79195752093949,-8.43501909825209,-8.43501909825209,-8.43501909825209,-106.3569384226874,-106.3569384226874,-106.3569384226874,0.0,0.0,0.0,2128.752038117633
2019-07-11,2243.14947224291,1992.7825747624152,2255.3768031818636,2243.14947224291,2243.14947224291,-117.98699998499801,-117.98699998499801,-117.98699998499801,-10.075088241772608,-10.075088241772608,-10.075088241772608,-107.91191174322539,-107.91191174322539,-107.91191174322539,0.0,0.0,0.0,2125.162472257912
2019-07-12,2242.7549488472478,1992.0559794158773,2251.8740498218667,2242.7549488472478,2242.7549488472478,-120.90163599570819,-120.90163599570819,-120.90163599570819,-11.600021620727047,-11.600021620727047,-11.600021620727047,-109.30161437498114,-109.30161437498114,-109.30161437498114,0.0,0.0,0.0,2121.8533128515396
2019-07-15,2241.571378660261,1982.0815854324633,2241.9580532155255,2241.571378660261,2241.571378660261,-123.56160493928502,-123.56160493928502,-123.56160493928502,-11.318739975363656,-11.318739975363656,-11.318739975363656,-112.24286496392136,-112.24286496392136,-112.24286496392136,0.0,0.0,0.0,2118.0097737209758
2019-07-16,2241.176855264599,1996.4397750344751,2250.7605107277054,2241.176855264599,2241.176855264599,-122.56206298884051,-122.56206298884051,-122.56206298884051,-9.813608091935901,-9.813608091935901,-9.813608091935901,-112.7484548969046,-112.7484548969046,-112.7484548969046,0.0,0.0,0.0,2118.6147922757586
2019-07-17,2240.7823318689366,1992.4192448407625,2258.484832793335,2240.7823318689366,2240.7823318689366,-121.42623391946672,-121.42623391946672,-121.42623391946672,-8.435019098230205,-8.435019098230205,-8.435019098230205,-112.99121482123654,-112.99121482123654,-112.99121482123654,0.0,0.0,0.0,2119.35609794947
2019-07-18,2240.387808473274,1982.392835460155,2258.7310652099122,2240.387808473274,2240.387808473274,-123.03570518864694,-123.03570518864694,-123.03570518864694,-10.075088241802105,-10.075088241802105,-10.075088241802105,-112.96061694684484,-112.96061694684484,-112.96061694684484,0.0,0.0,0.0,2117.3521032846274
2019-07-19,2239.993285077612,1976.481118332465,2246.5037218055213,2239.993285077612,2239.993285077612,-124.2494157093961,-124.2494157093961,-124.2494157093961,-11.600021620700357,-11.600021620700357,-11.600021620700357,-112.64939408869574,-112.64939408869574,-112.64939408869574,0.0,0.0,0.0,2115.743869368216
2019-07-22,2238.809714890625,1987.9433123100823,2248.1563874937324,2238.809714890625,2238.809714890625,-121.3269638327064,-121.3269638327064,-121.3269638327064,-11.318739975387656,-11.318739975387656,-11.318739975387656,-110.00822385731874,-110.00822385731874,-110.00822385731874,0.0,0.0,0.0,2117.4827510579184
2019-07-23,2238.415191494963,1986.6933593273263,2255.1346130572415,2238.415191494963,2238.415191494963,-118.38025930489478,-118.38025930489478,-118.38025930489478,-9.813608091941248,-9.813608091941248,-9.813608091941248,-108.56665121295354,-108.56665121295354,-108.56665121295354,0.0,0.0,0.0,2120.034932190068
2019-07-24,2238.020668099301,1995.097648607508,2264.625796237512,2238.020668099301,2238.020668099301,-115.29106375018809,-115.29106375018809,-115.29106375018809,-8.43501909820832,-8.43501909820832,-8.43501909820832,-106.85604465197979,-106.85604465197979,-106.85604465197979,0.0,0.0,0.0,2122.729604349113
2019-07-25,2237.6261447036386,1997.7042292941267,2248.8921667776235,2237.6261447036386,2237.6261447036386,-114.9626382458323,-114.9626382458323,-114.9626382458323,-10.075088241796873,-10.075088241796873,-10.075088241796873,-104.88755000403542,-104.88755000403542,-104.88755000403542,0.0,0.0,0.0,2122.6635064578063
2019-07-26,2237.231621307976,1993.6258218329622,2250.5979520265896,2237.231621307976,2237.231621307976,-114.27486982879049,-114.27486982879049,-114.27486982879049,-11.600021620772369,-11.600021620772369,-11.600021620772369,-102.67484820801812,-102.67484820801812,-102.67484820801812,0.0,0.0,0.0,2122.9567514791856
2019-07-29,2236.0480511209894,1992.1261506436788,2258.7323595165676,2236.0480511209894,2236.0480511209894,-106.0602051304216,-106.0602051304216,-106.0602051304216,-11.31873997541166,-11.31873997541166,-11.31873997541166,-94.74146515500993,-94.74146515500993,-94.74146515500993,0.0,0.0,0.0,2129.9878459905676
2019-07-30,2235.6535277253274,1995.893540983356,2262.3377134208536,2235.6535277253274,2235.6535277253274,-101.54478659260006,-101.54478659260006,-101.54478659260006,-9.813608091946595,-9.813608091946595,-9.813608091946595,-91.73117850065347,-91.73117850065347,-91.73117850065347,0.0,0.0,0.0,2134.1087411327276
2019-07-31,2235.259004329665,2002.376575774614,2264.617476353882,2235.259004329665,2235.259004329665,-97.00966468749112,-97.00966468749112,-97.00966468749112,-8.435019098252537,-8.435019098252537,-8.435019098252537,-88.57464558923859,-88.57464558923859,-88.57464558923859,0.0,0.0,0.0,2138.2493396421737
2019-08-01,2234.8644809340026,2013.6413693768982,2272.4623167640243,2234.8644809340026,2234.8644809340026,-95.37059105575311,-95.37059105575311,-95.37059105575311,-10.075088241791642,-10.075088241791642,-10.075088241791642,-85.29550281396148,-85.29550281396148,-85.29550281396148,0.0,0.0,0.0,2139.4938898782493
2019-08-02,2234.4699575383406,2016.6358828895031,2275.1572142436894,2234.4699575383406,2234.4699575383406,-93.5181040648639,-93.5181040648639,-93.5181040648639,-11.60002162074568,-11.60002162074568,-11.60002162074568,-81.91808244411821,-81.91808244411821,-81.91808244411821,0.0,0.0,0.0,2140.9518534734766
2019-08-05,2233.2863873513534,2019.3166572855423,2270.1435882696087,2233.2863873513534,2233.2863873513534,-82.76274791216747,-82.76274791216747,-82.76274791216747,-11.31873997545053,-11.31873997545053,-11.31873997545053,-71.44400793671694,-71.44400793671694,-71.44400793671694,0.0,0.0,0.0,2150.523639439186
2019-08-06,2232.891863955692,2020.6284948654468,2293.5767560892027,2232.891863955692,2232.891863955692,-77.73451161130176,-77.73451161130176,-77.73451161130176,-9.813608091920447,-9.813608091920447,-9.813608091920447,-67.92090351938131,-67.92090351938131,-67.92090351938131,0.0,0.0,0.0,2155.15735234439
2019-08-07,2232.4973405600294,2037.8306310931314,2285.405121079506,2232.4973405600294,2232.4973405600294,-72.85688692461554,-72.85688692461554,-72.85688692461554,-8.435019098249482,-8.435019098249482,-8.435019098249482,-64.42186782636605,-64.42186782636605,-64.42186782636605,0.0,0.0,0.0,2159.640453635414
2019-08-08,2232.102817164367,2046.2528810862532,2295.6465513177104,2232.102817164367,2232.102817164367,-71.04471860816861,-71.04471860816861,-71.04471860816861,-10.075088241821138,-10.075088241821138,-10.075088241821138,-60.96963036634747,-60.96963036634747,-60.96963036634747,0.0,0.0,0.0,2161.0580985561983
2019-08-09,2231.7082937687046,2036.8031799553046,2293.615458961999,2231.7082937687046,2231.7082937687046,-69.18577391002358,-69.18577391002358,-69.18577391002358,-11.600021620718996,-11.600021620718996,-11.600021620718996,-57.58575228930459,-57.58575228930459,-57.58575228930459,0.0,0.0,0.0,2162.522519858681
2019-08-13,2230.130200186056,2041.1992174998863,2296.581832011842,2230.130200186056,2230.130200186056,-54.92520009126668,-54.92520009126668,-54.92520009126668,-9.813608091925795,-9.813608091925795,-9.813608091925795,-45.11159199934089,-45.11159199934089,-45.11159199934089,0.0,0.0,0.0,2175.2050000947893
2019-08-14,2229.7356767903934,2050.245935988475,2314.78527271025,2229.7356767903934,2229.7356767903934,-50.77164404319343,-50.77164404319343,-50.77164404319343,-8.435019098227597,-8.435019098227597,-8.435019098227597,-42.336624944965834,-42.336624944965834,-42.336624944965834,0.0,0.0,0.0,2178.9640327472
2019-08-16,2228.946629999069,2049.458533163909,2319.195880438878,2228.946629999069,2228.946629999069,-48.87822424049319,-48.87822424049319,-48.87822424049319,-11.600021620759867,-11.600021620759867,-11.600021620759867,-37.27820261973332,-37.27820261973332,-37.27820261973332,0.0,0.0,0.0,2180.068405758576
2019-08-19,2227.763059812082,2052.2982250763553,2313.2545788897896,2227.763059812082,2227.763059812082,-42.31587925006537,-42.31587925006537,-42.31587925006537,-11.318739975423119,-11.318739975423119,-11.318739975423119,-30.997139274642247,-30.997139274642247,-30.997139274642247,0.0,0.0,0.0,2185.4471805620165
2019-08-20,2227.3685364164203,2063.180018324038,2319.7042961320153,2227.3685364164203,2227.3685364164203,-39.06783181566555,-39.06783181566555,-39.06783181566555,-9.813608091931144,-9.813608091931144,-9.813608091931144,-29.254223723734405,-29.254223723734405,-29.254223723734405,0.0,0.0,0.0,2188.3007046007547
2019-08-21,2226.974013020758,2065.8571646392006,2319.5833293673686,2226.974013020758,2226.974013020758,-36.11494414168529,-36.11494414168529,-36.11494414168529,-8.435019098205709,-8.435019098205709,-8.435019098205709,-27.679925043479585,-27.679925043479585,-27.679925043479585,0.0,0.0,0.0,2190.8590688790728
2019-08-22,2226.5794896250954,2060.7793173859936,2322.6311387807973,2226.5794896250954,2226.5794896250954,-36.34136416664947,-36.34136416664947,-36.34136416664947,-10.075088241771232,-10.075088241771232,-10.075088241771232,-26.266275924878233,-26.266275924878233,-26.266275924878233,0.0,0.0,0.0,2190.238125458446
2019-08-23,2226.184966229433,2065.816851223436,2326.372301610281,2226.184966229433,2226.184966229433,-36.60285190055754,-36.60285190055754,-36.60285190055754,-11.60002162076432,-11.60002162076432,-11.60002162076432,-25.00283027979322,-25.00283027979322,-25.00283027979322,0.0,0.0,0.0,2189.5821143288754
2019-08-26,2225.0013960424462,2061.3682143305405,2324.4711915771913,2225.0013960424462,2225.0013960424462,-33.2940680783469,-33.2940680783469,-33.2940680783469,-11.318739975447121,-11.318739975447121,-11.318739975447121,-21.97532810289978,-21.97532810289978,-21.97532810289978,0.0,0.0,0.0,2191.7073279640995
2019-08-27,2223.545450565442,2056.791356146946,2319.7721658742666,2223.545450565442,2223.545450565442,-30.978067451626167,-30.978067451626167,-30.978067451626167,-9.813608091891558,-9.813608091891558,-9.813608091891558,-21.164459359734604,-21.164459359734604,-21.164459359734604,0.0,0.0,0.0,2192.567383113816
2019-08-28,2222.089505088438,2063.8619487599267,2328.7179107588645,2222.089505088438,2222.089505088438,-28.85575354991411,-28.85575354991411,-28.85575354991411,-8.435019098221481,-8.435019098221481,-8.435019098221481,-20.420734451692624,-20.420734451692624,-20.420734451692624,0.0,0.0,0.0,2193.233751538524
2019-08-29,2220.6335596114336,2061.318171710524,2313.063523954448,2220.6335596114336,2220.6335596114336,-29.798276664350304,-29.798276664350304,-29.798276664350304,-10.075088241800728,-10.075088241800728,-10.075088241800728,-19.72318842254958,-19.72318842254958,-19.72318842254958,0.0,0.0,0.0,2190.835282947083
2019-08-30,2219.1776141344294,2073.633206220027,2330.3797200842405,2219.1776141344294,2219.1776141344294,-30.650196117775806,-30.650196117775806,-30.650196117775806,-11.60002162073763,-11.60002162073763,-11.60002162073763,-19.050174497038178,-19.050174497038178,-19.050174497038178,0.0,0.0,0.0,2188.5274180166534
2019-09-03,2213.353832226413,2059.5154416209343,2322.7072883497713,2213.353832226413,2213.353832226413,-25.982516465151253,-25.982516465151253,-25.982516465151253,-9.813608091910346,-9.813608091910346,-9.813608091910346,-16.168908373240903,-16.168908373240903,-16.168908373240903,0.0,0.0,0.0,2187.371315761262
2019-09-04,2211.897886749409,2051.93586523356,2332.180394522834,2211.897886749409,2211.897886749409,-23.7331580913368,-23.7331580913368,-23.7331580913368,-8.435019098199595,-8.435019098199595,-8.435019098199595,-15.298138993137204,-15.298138993137204,-15.298138993137204,0.0,0.0,0.0,2188.164728658072
2019-09-05,2210.441941272404,2056.6877095016866,2317.1386228019496,2210.441941272404,2210.441941272404,-24.40560388195504,-24.40560388195504,-24.40560388195504,-10.075088241830224,-10.075088241830224,-10.075088241830224,-14.330515640124817,-14.330515640124817,-14.330515640124817,0.0,0.0,0.0,2186.0363373904493
2019-09-06,2208.9859957954004,2044.2775909477666,2317.5575870753937,2208.9859957954004,2208.9859957954004,-24.85118820787009,-24.85118820787009,-24.85118820787009,-11.600021620710944,-11.600021620710944,-11.600021620710944,-13.251166587159146,-13.251166587159146,-13.251166587159146,0.0,0.0,0.0,2184.1348075875303
2019-09-09,2204.6181593643882,2043.8588058522544,2313.928745061914,2204.6181593643882,2204.6181593643882,-20.553904277775885,-20.553904277775885,-20.553904277775885,-11.318739975434578,-11.318739975434578,-11.318739975434578,-9.235164302341305,-9.235164302341305,-9.235164302341305,0.0,0.0,0.0,2184.0642550866123
