ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-01-23,1288.298360465128,1344.564208966867,1613.6205369249258,1288.298360465128,1288.298360465128,184.4276974490434,184.4276974490434,184.4276974490434,-9.81360809195659,-9.81360809195659,-9.81360809195659,194.24130554099997,194.24130554099997,194.24130554099997,0.0,0.0,0.0,1472.7260579141714
2018-01-24,1292.7348477471794,1356.707162121898,1607.5162968820875,1292.7348477471794,1292.7348477471794,187.8416338250719,187.8416338250719,187.8416338250719,-8.435019098198309,-8.435019098198309,-8.435019098198309,196.27665292327023,196.27665292327023,196.27665292327023,0.0,0.0,0.0,1480.5764815722514
2018-01-25,1297.1713350292307,1357.6223322651304,1618.2649872388033,1297.1713350292307,1297.1713350292307,187.97526083062843,187.97526083062843,187.97526083062843,-10.075088241838404,-10.075088241838404,-10.075088241838404,198.05034907246684,198.05034907246684,198.05034907246684,0.0,0.0,0.0,1485.1465958598592
2018-01-29,1314.9172841574357,1379.5715223717687,1637.7294755838338,1314.9172841574357,1314.9172841574357,191.13179076406044,191.13179076406044,191.13179076406044,-11.318739975473772,-11.318739975473772,-11.318739975473772,202.4505307395342,202.4505307395342,202.4505307395342,0.0,0.0,0.0,1506.0490749214962
2018-01-30,1319.3537714394872,1384.7554942206764,1635.3146100064557,1319.3537714394872,1319.3537714394872,193.05217771560305,193.05217771560305,193.05217771560305,-9.813608091961939,-9.813608091961939,-9.813608091961939,202.865785807565,202.865785807565,202.865785807565,0.0,0.0,0.0,1512.4059491550902
2018-01-31,1323.7902587215385,1391.0957125806756,1661.4692742724055,1323.7902587215385,1323.7902587215385,194.5700984641389,194.5700984641389,194.5700984641389,-8.435019098242531,-8.435019098242531,-8.435019098242531,203.00511756238146,203.00511756238146,203.00511756238146,0.0,0.0,0.0,1518.3603571856775
2018-02-01,1328.2267460035896,1401.9166290575113,1652.2717660515634,1328.2267460035896,1328.2267460035896,192.79318009011507,192.79318009011507,192.79318009011507,-10.075088241758998,-10.075088241758998,-10.075088241758998,202.86826833187408,202.86826833187408,202.86826833187408,0.0,0.0,0.0,1521.0199260937047
2018-02-02,1332.663233285641,1399.2007390644185,1648.8891199436825,1332.663233285641,1332.663233285641,190.855119816404,190.855119816404,190.855119816404,-11.600021620739327,-11.600021620739327,-11.600021620739327,202.45514143714334,202.45514143714334,202.45514143714334,0.0,0.0,0.0,1523.5183531020448
2018-02-05,1345.9726951317948,1397.0524065422983,1664.0606651340295,1345.9726951317948,1345.9726951317948,188.23789596260093,188.23789596260093,188.23789596260093,-11.318739975497778,-11.318739975497778,-11.318739975497778,199.55663593809874,199.55663593809874,199.55663593809874,0.0,0.0,0.0,1534.2105910943958
2018-02-06,1350.4091824138463,1404.9188365157402,1675.0154334176832,1350.4091824138463,1350.4091824138463,188.22243644541447,188.22243644541447,188.22243644541447,-9.813608091935789,-9.813608091935789,-9.813608091935789,198.03604453735028,198.03604453735028,198.03604453735028,0.0,0.0,0.0,1538.631618859261
2018-02-07,1354.8456696958974,1414.6603617658286,1675.3855530309224,1354.8456696958974,1354.8456696958974,187.80186845766818,187.80186845766818,187.80186845766818,-8.435019098239472,-8.435019098239472,-8.435019098239472,196.23688755590766,196.23688755590766,196.23688755590766,0.0,0.0,0.0,1542.6475381535656
2018-02-08,1359.2821569779487,1413.7737691027096,1663.4770423359453,1359.2821569779487,1359.2821569779487,184.08284035238677,184.08284035238677,184.08284035238677,-10.075088241788496,-10.075088241788496,-10.075088241788496,194.15792859417527,194.15792859417527,194.15792859417527,0.0,0.0,0.0,1543.3649973303354
2018-02-09,1363.7186442599998,1410.1659260835022,1680.1089038005575,1363.7186442599998,1363.7186442599998,180.1976849018738,180.1976849018738,180.1976849018738,-11.600021620712639,-11.600021620712639,-11.600021620712639,191.7977065225864,191.7977065225864,191.7977065225864,0.0,0.0,0.0,1543.9163291618736
2018-02-12,1377.0281061061537,1412.7089648892995,1673.1468934711886,1377.0281061061537,1377.0281061061537,171.69504534942345,171.69504534942345,171.69504534942345,-11.318739975370944,-11.318739975370944,-11.318739975370944,183.01378532479438,183.01378532479438,183.01378532479438,0.0,0.0,0.0,1548.7231514555772
2018-02-14,1385.9010806702565,1425.6926423685657,1678.2906935571034,1385.9010806702565,1385.9010806702565,167.29119847745463,167.29119847745463,167.29119847745463,-8.435019098217587,-8.435019098217587,-8.435019098217587,175.72621757567222,175.72621757567222,175.72621757567222,0.0,0.0,0.0,1553.1922791477111
2018-02-15,1390.3375679523076,1429.4563518369437,1680.081046088605,1390.3375679523076,1390.3375679523076,161.5770316582581,161.5770316582581,161.5770316582581,-10.075088241817992,-10.075088241817992,-10.075088241817992,171.6521199000761,171.6521199000761,171.6521199000761,0.0,0.0,0.0,1551.9145996105658
2018-02-16,1394.774055234359,1427.7082216341003,1684.7442913218106,1394.774055234359,1394.774055234359,155.69296504113404,155.69296504113404,155.69296504113404,-11.600021620753509,-11.600021620753509,-11.600021620753509,167.29298666188754,167.29298666188754,167.29298666188754,0.0,0.0,0.0,1550.467020275493
2018-02-19,1408.0835170805128,1416.3085387264234,1673.8621795198537,1408.0835170805128,1408.0835170805128,141.22662170729708,141.22662170729708,141.22662170729708,-11.318739975394946,-11.318739975394946,-11.318739975394946,152.54536168269203,152.54536168269203,152.54536168269203,0.0,0.0,0.0,1549.3101387878098
2018-02-20,1412.5200043625641,1417.699875360536,1676.4518446315503,1412.5200043625641,1412.5200043625641,137.28211155572524,137.28211155572524,137.28211155572524,-9.813608091946488,-9.813608091946488,-9.813608091946488,147.09571964767173,147.09571964767173,147.09571964767173,0.0,0.0,0.0,1549.8021159182895
2018-02-21,1416.9564916446152,1415.705731264832,1684.4792505405157,1416.9564916446152,1416.9564916446152,132.96133666806978,132.96133666806978,132.96133666806978,-8.435019098195703,-8.435019098195703,-8.435019098195703,141.3963557662655,141.3963557662655,141.3963557662655,0.0,0.0,0.0,1549.917828312685
2018-02-22,1421.3929789266667,1408.3505142978152,1681.2715176002187,1421.3929789266667,1421.3929789266667,125.3863073795253,125.3863073795253,125.3863073795253,-10.075088241773312,-10.075088241773312,-10.075088241773312,135.4613956212986,135.4613956212986,135.4613956212986,0.0,0.0,0.0,1546.779286306192
2018-02-23,1425.829466208718,1421.5237907669039,1668.8618240659844,1425.829466208718,1425.829466208718,117.70769982046127,117.70769982046127,117.70769982046127,-11.600021620757962,-11.600021620757962,-11.600021620757962,129.30772144121923,129.30772144121923,129.30772144121923,0.0,0.0,0.0,1543.5371660291794
2018-02-26,1439.1389280548717,1398.999622717049,1674.5839432175449,1439.1389280548717,1439.1389280548717,98.42704177084212,98.42704177084212,98.42704177084212,-11.318739975418948,-11.318739975418948,-11.318739975418948,109.74578174626107,109.74578174626107,109.74578174626107,0.0,0.0,0.0,1537.5659698257139
