Date,Open,High,Low,Close,Volume,MA20,MA50,Daily_Return,Volatility
2020-07-08,2270.0,2274.39990234375,2207.60009765625,2218.89990234375,2793358,2096.919970703125,2024.2869921874997,-0.02246795109658395,0.01816177969316116
2020-07-09,2229.0,2244.5,2191.050048828125,2204.35009765625,3443998,2103.75498046875,2031.1929931640623,-0.006557215434608632,0.0175499152195523
2020-07-10,2205.25,2249.85009765625,2176.0,2222.35009765625,9610320,2112.8974853515624,2037.5269946289059,0.0081656720586889,0.017112118321950295
2020-07-13,2220.0,2244.949951171875,2210.0,2220.0,2963503,2122.402484130859,2041.6379956054684,-0.0010574830935632384,0.01702870993820144
2020-07-14,2210.0,2239.0,2165.0,2171.949951171875,2976738,2128.7099792480467,2046.4679956054686,-0.02164416613879505,0.017984924968301532
2020-07-15,2185.0,2260.0,2181.10009765625,2233.89990234375,5569321,2138.014971923828,2052.4909936523436,0.028522734208700218,0.018844151732718396
2020-07-16,2244.0,2333.0,2220.10009765625,2234.75,8582118,2147.8474731445312,2059.113994140625,0.0003805442022528638,0.018746262970343482
2020-07-17,2237.0,2243.89990234375,2190.050048828125,2200.75,4509135,2155.6549743652345,2065.295993652344,-0.015214229779617394,0.019272778798303126
2020-07-20,2201.0,2226.89990234375,2190.800048828125,2207.89990234375,2952646,2164.652471923828,2071.5859912109377,0.0032488480489605287,0.019066569593954627
2020-07-21,2230.0,2238.64990234375,2201.14990234375,2225.050048828125,2665286,2174.139971923828,2077.3809912109373,0.007767628625813039,0.019079856637267897
2020-07-22,2231.0,2231.0,2184.199951171875,2190.949951171875,2861534,2181.577471923828,2082.209990234375,-0.015325541856557212,0.019596224651368503
2020-07-23,2190.949951171875,2190.949951171875,2163.0,2171.199951171875,2265766,2189.332470703125,2086.6409887695313,-0.009014354704650507,0.01944704091172219
2020-07-24,2154.5,2163.0,2125.10009765625,2157.39990234375,3665100,2191.2599609375,2091.7419873046874,-0.006355954835332689,0.01607583088180246
2020-07-27,2165.0,2215.0,2163.5,2206.800048828125,4248480,2196.517468261719,2098.0199877929685,0.02289800163182898,0.0166338629469919
2020-07-28,2215.0,2320.0,2215.0,2309.75,8092319,2207.8974731445314,2105.30298828125,0.04665123658418646,0.01906065281744877
2020-07-29,2292.0,2342.0,2246.050048828125,2276.050048828125,6090431,2217.0974731445312,2111.8509887695313,-0.014590302488093898,0.019577417703962787
2020-07-30,2285.89990234375,2358.0,2272.25,2279.5,7098496,2223.214978027344,2118.3689892578127,0.0015157624383748125,0.018543165177481336
2020-07-31,2303.14990234375,2334.800048828125,2257.449951171875,2281.39990234375,4723290,2227.3024780273436,2124.17298828125,0.0008334732808730205,0.018119769173435808
2020-08-03,2290.449951171875,2303.85009765625,2230.699951171875,2254.14990234375,4012337,2226.8499755859375,2128.848986816406,-0.011944420604211192,0.0172054758451855
2020-08-04,2259.949951171875,2269.64990234375,2225.050048828125,2249.699951171875,2927928,2225.839978027344,2134.982985839844,-0.0019741150165959453,0.017195240649811833
2020-08-05,2260.0,2300.0,2253.0,2259.5,3800641,2227.869982910156,2140.066984863281,0.004356158172568847,0.016403736633853565
2020-08-06,2275.0,2319.5,2265.35009765625,2308.10009765625,4748047,2233.057482910156,2146.1429858398437,0.021509226667957515,0.016912842798711365
2020-08-07,2308.0,2328.0,2287.0,2295.35009765625,3165491,2236.707482910156,2152.60298828125,-0.005524023855354887,0.01694575736713535
2020-08-10,2318.0,2325.0,2276.050048828125,2282.800048828125,2929353,2239.8474853515627,2157.3539892578124,-0.0054675967909817436,0.017012799605724348
2020-08-11,2283.0,2312.0,2275.60009765625,2279.89990234375,2774423,2245.244982910156,2162.0089868164064,-0.0012704338629498935,0.016139619064434233
2020-08-12,2288.35009765625,2296.39990234375,2246.550048828125,2257.35009765625,3415751,2246.4174926757814,2166.23298828125,-0.00989069944005816,0.015140877737902535
2020-08-13,2273.0,2300.0,2250.5,2254.449951171875,2695682,2247.402490234375,2169.490986328125,-0.0012847570642170458,0.015146896507477008
2020-08-14,2277.0,2281.300048828125,2233.10009765625,2242.14990234375,2270405,2249.4724853515627,2173.368984375,-0.005455897932766907,0.01476484779119624
2020-08-17,2263.0,2270.0,2238.25,2253.39990234375,2625630,2251.7474853515623,2177.001982421875,0.005017505737792138,0.014784095007420308
2020-08-18,2262.800048828125,2289.0,2248.300048828125,2269.75,3493374,2253.9824829101562,2180.9559814453123,0.007255746145743647,0.014772424091110245
2020-08-19,2276.35009765625,2284.60009765625,2252.5,2256.60009765625,2843005,2257.264990234375,2183.9129833984375,-0.005793546577266273,0.014362787266131521
2020-08-20,2257.0,2276.550048828125,2240.050048828125,2252.85009765625,2895164,2261.3474975585937,2187.6169873046874,-0.0016617920046599899,0.01417032518370249
2020-08-21,2260.0,2271.0,2241.050048828125,2248.60009765625,1975294,2265.907507324219,2191.7989892578125,-0.0018864992413039072,0.01406745795684366
2020-08-24,2250.60009765625,2259.949951171875,2230.0,2248.10009765625,2167966,2267.972509765625,2196.162990722656,-0.00022236057025937228,0.013197034247662751
2020-08-25,2245.0,2250.0,2233.550048828125,2242.64990234375,1663419,2264.6175048828127,2200.099987792969,-0.002424356156641827,0.007668081574985457
2020-08-26,2242.0,2259.89990234375,2216.449951171875,2253.5,2618149,2263.4900024414064,2204.2139868164063,0.004838070197631383,0.007126675710615641
2020-08-27,2266.0,2287.35009765625,2241.75,2248.39990234375,3579393,2261.9349975585938,2208.4199853515624,-0.002263189552363043,0.0071212458433548105
2020-08-28,2268.39990234375,2279.949951171875,2235.10009765625,2238.550048828125,2941136,2259.7925048828124,2212.2989868164063,-0.004380828119302738,0.00715893794107504
2020-08-31,2240.0,2276.199951171875,2228.0,2257.25,6018154,2259.947509765625,2216.884987792969,0.008353599769486575,0.0069500337693889904
2020-09-01,2269.0,2278.0,2241.300048828125,2246.35009765625,3610908,2259.7800170898436,2221.1059887695315,-0.004828841441466336,0.0070236143041169045
2020-09-02,2247.0,2268.75,2241.64990234375,2265.14990234375,2084137,2260.0625122070314,2225.5649877929686,0.008369044837273965,0.00721096665207081
2020-09-03,2268.0,2324.0,2268.0,2299.5,4654146,2259.6325073242188,2231.23298828125,0.015164602404771577,0.0063044027699607225
2020-09-04,2275.0,2324.25,2262.949951171875,2288.800048828125,5231303,2259.3050048828127,2234.6319873046873,-0.004653164240867591,0.006268366076330024
2020-09-07,2289.0,2343.5,2283.35009765625,2327.050048828125,4620401,2261.5175048828123,2239.139990234375,0.01671181369450947,0.007170341322881503
2020-09-08,2335.949951171875,2390.449951171875,2327.050048828125,2348.199951171875,7453998,2264.932507324219,2244.4609912109377,0.009088718291383913,0.007370231603611418
